Methods Information:
23.04.2024 13:22:19
<untitled>  
List:  Volume(ml)       Buffer    ml/min
01     0.00 to    5.00 BUFFER A     1.00
--------------------------------------------------
--------------------------------------------------
23.04.2024 13:33:58
<untitled>  
List:  Volume(ml)       Buffer    ml/min
01     0.00 to    5.00 BUFFER A     0.50
--------------------------------------------------
--------------------------------------------------
23.04.2024 13:49:22
<untitled>  
List:  Volume(ml)       Buffer    ml/min
01     0.00 to    5.00 BUFFER A     0.50
--------------------------------------------------
--------------------------------------------------
23.04.2024 13:59:55
<untitled>  
List:  Volume(ml)       Buffer    ml/min
01     0.00 to    5.00 BUFFER A     0.50
--------------------------------------------------
--------------------------------------------------
23.04.2024 14:06:49
<untitled>  
List:  Volume(ml)       Buffer    ml/min
01     0.00 to    5.00 BUFFER A     1.00
--------------------------------------------------
--------------------------------------------------
Time [min.]:	UV [A.U.]:	Conductivity [mS/cm]:	Events:		
15.350	0.0104	111.40			
15.367	0.0105	111.42			
15.383	0.0105	111.42			
15.400	0.0105	111.43			
15.417	0.0104	111.43			
15.433	0.0104	111.45			
15.450	0.0105	111.45			
15.467	0.0105	111.46			
15.483	0.0104	111.48			
15.500	0.0104	111.48			
15.517	0.0105	111.50			
15.533	0.0106	111.51			
15.550	0.0105	111.53			
15.567	0.0106	111.53			
15.583	0.0106	111.54			
15.600	0.0105	111.58			
15.617	0.0104	111.59			
15.633	0.0105	111.59			
15.650	0.0106	111.62			
15.667	0.0105	111.64			
15.683	0.0105	111.66			
15.700	0.0105	111.69			
15.717	0.0104	111.69			
15.733	0.0104	111.72			
15.750	0.0103	111.75			
15.767	0.0104	111.75			
15.783	0.0104	111.78			
15.800	0.0104	111.80			
15.817	0.0105	111.83			
15.833	0.0107	111.86			
15.850	0.0108	111.88			
15.867	0.0108	111.90			
15.883	0.0106	111.93			
15.900	0.0106	111.94			
15.917	0.0107	111.96			
15.933	0.0107	111.96			
15.950	0.0107	111.99			
15.967	0.0107	112.02			
15.983	0.0106	111.84			
16.000	0.0105	111.87			
16.017	0.0105	111.89			
16.033	0.0105	111.90			
16.050	0.0104	111.92			
16.067	0.0103	111.92			
16.083	0.0102	111.93			
16.100	0.0102	111.97			
16.117	0.0102	111.98			
16.133	0.0100	112.00			
16.150	0.0100	112.01			
16.167	0.0100	112.03			
16.183	0.0101	112.06			
16.200	0.0100	112.06			
16.217	0.0100	112.09			
16.233	0.0099	112.09			
16.250	0.0098	112.11			
16.267	0.0098	112.13			
16.283	0.0098	112.14			
16.300	0.0098	112.17			
16.317	0.0097	112.17			
16.333	0.0097	112.19			
16.350	0.0096	112.20			
16.367	0.0096	112.20			
16.383	0.0096	112.24			
16.400	0.0095	112.24			
16.417	0.0096	112.25			
16.433	0.0095	112.27			
16.450	0.0095	112.10			
16.467	0.0094	112.11			
16.483	0.0095	112.13			
16.500	0.0095	112.15			
16.517	0.0095	112.15			
16.533	0.0095	112.16			
16.550	0.0094	112.18			
16.567	0.0094	112.18			
16.583	0.0095	112.19			
16.600	0.0096	112.21			
16.617	0.0095	112.21			
16.633	0.0094	112.23			
16.650	0.0093	112.24			
16.667	0.0093	112.26			
16.683	0.0092	112.27			
16.700	0.0092	112.27			
16.717	0.0091	112.29			
16.733	0.0092	112.30			
16.750	0.0093	112.30			
16.767	0.0093	112.32			
16.783	0.0092	112.32			
16.800	0.0092	112.32			
16.817	0.0092	112.34			
16.833	0.0092	112.27			
16.850	0.0092	112.35			
16.867	0.0092	112.32			
16.883	0.0092	112.35			
16.900	0.0092	112.21			
16.917	0.0092	112.18			
16.933	0.0091	112.27			
16.950	0.0092	112.27			
16.967	0.0092	112.27			
16.983	0.0092	112.27			
17.000	0.0091	112.43			
17.017	0.0090	112.53			
17.033	0.0090	112.56			
17.050	0.0091	112.56			
17.067	0.0092	112.58			
17.083	0.0092	112.58			
17.100	0.0091	112.59			
17.117	0.0090	112.59			
17.133	0.0090	112.59			
17.150	0.0090	112.61			
17.167	0.0089	112.61			
17.183	0.0089	112.62			
17.200	0.0089	112.62			
17.217	0.0090	112.64			
17.233	0.0090	112.45			
17.250	0.0090	112.45			
17.267	0.0089	112.45			
17.283	0.0089	112.45			
17.300	0.0089	112.47			
17.317	0.0090	112.47			
17.333	0.0090	112.47			
17.350	0.0090	112.48			
17.367	0.0091	112.48			
17.383	0.0090	112.48			
17.400	0.0090	112.48			
17.417	0.0089	112.48			
17.433	0.0090	112.48			
17.450	0.0089	112.48			
17.467	0.0090	112.48			
17.483	0.0090	112.50			
17.500	0.0089	112.48			
17.517	0.0089	112.50			
17.533	0.0090	112.50			
17.550	0.0091	112.50			
17.567	0.0091	112.50			
17.583	0.0090	112.50			
17.600	0.0090	112.50			
17.617	0.0091	112.50			
17.633	0.0090	112.48			
17.650	0.0090	112.50			
17.667	0.0091	112.50			
17.683	0.0092	112.50			
17.700	0.0091	112.50			
17.717	0.0091	112.48			
17.733	0.0090	112.50			
17.750	0.0090	112.50			
17.767	0.0090	112.50			
17.783	0.0089	112.50			
17.800	0.0089	112.50			
17.817	0.0089	112.52			
17.833	0.0089	112.50			
17.850	0.0089	112.50			
17.867	0.0090	112.50			
17.883	0.0090	112.48			
17.900	0.0089	112.50			
17.917	0.0088	112.50			
17.933	0.0089	112.50			
17.950	0.0089	112.50			
17.967	0.0089	112.50			
17.983	0.0090	112.50			
18.000	0.0090	112.50			
18.017	0.0090	112.48			
18.033	0.0091	112.52			
18.050	0.0091	112.50			
18.067	0.0091	112.50			
18.083	0.0091	112.52			
18.100	0.0091	112.50			
18.117	0.0091	112.50			
18.133	0.0091	112.50			
18.150	0.0091	112.50			
18.167	0.0090	112.52			
18.183	0.0091	112.50			
18.200	0.0092	112.52			
18.217	0.0092	112.50			
18.233	0.0092	112.52			
18.250	0.0092	112.52			
18.267	0.0092	112.50			
18.283	0.0092	112.52			
18.300	0.0093	112.52			
18.317	0.0094	112.52			
18.333	0.0093	112.52			
18.350	0.0092	112.50			
18.367	0.0093	112.50			
18.383	0.0093	112.52			
18.400	0.0094	112.52			
18.417	0.0094	112.52			
18.433	0.0094	112.50			
18.450	0.0095	112.52			
18.467	0.0094	112.52			
18.483	0.0094	112.50			
18.500	0.0095	112.52			
18.517	0.0095	112.52			
18.533	0.0096	112.52			
18.550	0.0095	112.52			
18.567	0.0094	112.52			
18.583	0.0094	112.52			
18.600	0.0095	112.52			
18.617	0.0096	112.52			
18.633	0.0096	112.53			
18.650	0.0095	112.25			
18.667	0.0096	112.25			
18.683	0.0097	112.25			
18.700	0.0097	112.25			
18.717	0.0097	112.25			
18.733	0.0097	112.23			
18.750	0.0098	112.23			
18.767	0.0098	112.23			
18.783	0.0099	112.23			
18.800	0.0099	112.25			
18.817	0.0099	112.25			
18.833	0.0099	112.25			
18.850	0.0099	112.25			
18.867	0.0099	112.25			
18.883	0.0099	112.25			
18.900	0.0101	112.25			
18.917	0.0101	112.23			
18.933	0.0101	112.25			
18.950	0.0101	112.23			
18.967	0.0102	112.25			
18.983	0.0103	112.23			
19.000	0.0103	112.23			
19.017	0.0102	112.23			
19.033	0.0102	112.21			
19.050	0.0102	112.21			
19.067	0.0103	112.20			
19.083	0.0103	112.20			
19.100	0.0102	112.21			
19.117	0.0104	112.20			
19.133	0.0105	112.18			
19.150	0.0104	112.17			
19.167	0.0104	112.17			
19.183	0.0106	112.15			
19.200	0.0107	112.13			
19.217	0.0109	112.13			
19.233	0.0110	112.12			
19.250	0.0111	112.12			
19.267	0.0112	112.10			
19.283	0.0113	112.09			
19.300	0.0115	112.09			
19.317	0.0116	112.07			
19.333	0.0119	112.06			
19.350	0.0121	112.04			
19.367	0.0122	112.02			
19.383	0.0123	112.02			
19.400	0.0123	112.01			
19.417	0.0126	111.99			
19.433	0.0125	111.96			
19.450	0.0126	111.94			
19.467	0.0128	111.94			
19.483	0.0127	111.93			
19.500	0.0128	111.91			
19.517	0.0127	111.90			
19.533	0.0125	111.82			
19.550	0.0128	111.69			
19.567	0.0126	111.67			
19.583	0.0127	111.64			
19.600	0.0129	111.61			
19.617	0.0126	111.58			
19.633	0.0130	111.55			
19.650	0.0127	111.53			
19.667	0.0126	111.47			
19.683	0.0129	111.42			
19.700	0.0125	111.36			
19.717	0.0128	111.31			
19.733	0.0130	111.25			
19.750	0.0127	111.17			
19.767	0.0131	111.07			
19.783	0.0127	110.99			
19.800	0.0127	110.86			
19.817	0.0131	110.77			
19.833	0.0125	110.63			
19.850	0.0129	110.48			
19.867	0.0127	110.25			
19.883	0.0126	110.09			
19.900	0.0131	109.93			
19.917	0.0125	109.80			
19.933	0.0130	109.58			
19.950	0.0129	109.39			
19.967	0.0128	109.20			
19.983	0.0129	108.86			
20.000	0.0124	108.56			
20.017	0.0124	108.33			
20.033	0.0124	108.04			
20.050	0.0121	107.77			
20.067	0.0126	107.34			
20.083	0.0124	107.02			
20.100	0.0125	106.67			
20.117	0.0127	106.36			
20.133	0.0123	105.85			
20.150	0.0127	105.40			
20.167	0.0124	104.98			
20.183	0.0124	104.47			
20.200	0.0128	104.10			
20.217	0.0124	103.69			
20.233	0.0129	103.07			
20.250	0.0126	102.52			
20.267	0.0125	101.98			
20.283	0.0128	101.47			
20.300	0.0125	100.85			
20.317	0.0128	100.20			
20.333	0.0127	99.55			
20.350	0.0125	98.98			
20.367	0.0127	98.32			
20.383	0.0125	97.58			
20.400	0.0128	96.88			
20.417	0.0128	96.29			
20.433	0.0125	95.45			
20.450	0.0127	94.71			
20.467	0.0125	93.96			
20.483	0.0125	93.07			
20.500	0.0125	92.31			
20.517	0.0123	91.56			
20.533	0.0124	90.61			
20.550	0.0124	89.77			
20.567	0.0124	88.94			
20.583	0.0126	88.04			
20.600	0.0124	87.16			
20.617	0.0125	86.24			
20.633	0.0125	85.32			
20.650	0.0124	84.36			
20.667	0.0124	83.53			
20.683	0.0124	82.51			
20.700	0.0124	81.50			
20.717	0.0125	80.70			
20.733	0.0124	79.66			
20.750	0.0124	78.67			
20.767	0.0125	77.80			
20.783	0.0124	76.69			
20.800	0.0125	75.80			
20.817	0.0124	74.91			
20.833	0.0124	73.83			
20.850	0.0124	72.96			
20.867	0.0123	72.10			
20.883	0.0124	71.08			
20.900	0.0123	70.21			
20.917	0.0124	69.29			
20.933	0.0124	68.27			
20.950	0.0122	67.37			
20.967	0.0122	66.54			
20.983	0.0122	65.53			
21.000	0.0122	64.67			
21.017	0.0124	63.92			
21.033	0.0123	62.99			
21.050	0.0124	62.13			
21.067	0.0124	61.40			
21.083	0.0123	60.48			
21.100	0.0124	59.72			
21.117	0.0122	59.02			
21.133	0.0122	58.13			
21.150	0.0121	57.37			
21.167	0.0121	56.69			
21.183	0.0121	55.92			
21.200	0.0120	55.24			
21.217	0.0121	54.65			
21.233	0.0121	53.92			
21.250	0.0120	53.13			
21.267	0.0120	52.53			
21.283	0.0119	51.83			
21.300	0.0119	51.15			
21.317	0.0119	50.62			
21.333	0.0117	49.89			
21.350	0.0118	49.27			
21.367	0.0118	48.78			
21.383	0.0119	48.11			
21.400	0.0119	47.57			
21.417	0.0118	47.08			
21.433	0.0118	46.45			
21.450	0.0116	45.94			
21.467	0.0116	45.35			
21.483	0.0116	44.81			
21.500	0.0115	44.34			
21.517	0.0116	43.89			
21.533	0.0115	43.42			
21.550	0.0115	42.89			
21.567	0.0115	42.51			
21.583	0.0115	42.00			
21.600	0.0116	41.45			
21.617	0.0115	41.07			
21.633	0.0113	40.56			
21.650	0.0113	40.15			
21.667	0.0112	39.78			
21.683	0.0113	39.32			
21.700	0.0113	38.99			
21.717	0.0113	38.59			
21.733	0.0114	38.16			
21.750	0.0113	37.78			
21.767	0.0113	37.34			
21.783	0.0113	36.94			
21.800	0.0112	36.56			
21.817	0.0112	36.24			
21.833	0.0110	35.89			
21.850	0.0110	35.51			
21.867	0.0111	35.27			
21.883	0.0110	34.85			
21.900	0.0111	34.56			
21.917	0.0111	34.29			
21.933	0.0110	33.86			
21.950	0.0110	33.57			
21.967	0.0109	33.24			
21.983	0.0110	32.84			
22.000	0.0110	32.64			
22.017	0.0110	32.30			
22.033	0.0111	32.10			
22.050	0.0109	31.76			
22.067	0.0109	31.56			
22.083	0.0110	31.26			
22.100	0.0109	30.94			
22.117	0.0110	30.70			
22.133	0.0109	30.45			
22.150	0.0108	30.11			
22.167	0.0109	29.97			
22.183	0.0109	29.62			
22.200	0.0110	29.41			
22.217	0.0109	29.14			
22.233	0.0109	28.83			
22.250	0.0108	28.65			
22.267	0.0109	28.38			
22.283	0.0109	28.16			
22.300	0.0108	27.97			
22.317	0.0108	27.75			
22.333	0.0108	27.50			
22.350	0.0108	27.26			
22.367	0.0108	27.10			
22.383	0.0107	26.86			
22.400	0.0108	26.59			
22.417	0.0108	26.45			
22.433	0.0107	26.20			
22.450	0.0108	25.99			
22.467	0.0106	25.80			
22.483	0.0107	25.51			
22.500	0.0107	25.36			
22.517	0.0107	25.15			
22.533	0.0108	24.93			
22.550	0.0106	24.74			
22.567	0.0106	24.52			
22.583	0.0105	24.34			
22.600	0.0106	24.12			
22.617	0.0106	23.98			
22.633	0.0105	23.77			
22.650	0.0105	23.57			
22.667	0.0105	23.45			
22.683	0.0105	23.26			
22.700	0.0105	23.07			
22.717	0.0103	22.93			
22.733	0.0103	22.73			
22.750	0.0103	22.57			
22.767	0.0104	22.39			
22.783	0.0106	22.20			
22.800	0.0103	22.06			
22.817	0.0104	21.90			
22.833	0.0104	21.77			
22.850	0.0103	21.65			
22.867	0.0103	21.44			
22.883	0.0100	21.27			
22.900	0.0102	21.05			
22.917	0.0102	20.90			
22.933	0.0102	20.74			
22.950	0.0104	20.59			
22.967	0.0101	20.44			
22.983	0.0102	20.27			
23.000	0.0102	20.16			
23.017	0.0101	20.03			
23.033	0.0103	19.87			
23.050	0.0099	19.75			
23.067	0.0100	19.59			
23.083	0.0101	19.44			
23.100	0.0099	19.32			
23.117	0.0101	19.19			
23.133	0.0099	19.05			
23.150	0.0100	18.91			
23.167	0.0101	18.80			
23.183	0.0098	18.68			
23.200	0.0100	18.56			
23.217	0.0098	18.45			
23.233	0.0100	18.30			
23.250	0.0100	18.16			
23.267	0.0097	18.07			
23.283	0.0099	17.92			
23.300	0.0097	17.83			
23.317	0.0097	17.72			
23.333	0.0098	17.57			
23.350	0.0096	17.46			
23.367	0.0098	17.35			
23.383	0.0097	17.21			
23.400	0.0097	17.08			
23.417	0.0099	16.96			
23.433	0.0095	16.83			
23.450	0.0096	16.73			
23.467	0.0095	16.64			
23.483	0.0094	16.54			
23.500	0.0096	16.43			
23.517	0.0093	16.37			
23.533	0.0095	16.26			
23.550	0.0095	16.15			
23.567	0.0093	16.07			
23.583	0.0095	15.97			
23.600	0.0093	15.88			
23.617	0.0095	15.80			
23.633	0.0095	15.69			
23.650	0.0093	15.61			
23.667	0.0095	15.55			
23.683	0.0091	15.47			
23.700	0.0092	15.37			
23.717	0.0094	15.29			
23.733	0.0093	15.18			
23.750	0.0097	15.10			
23.767	0.0093	15.04			
23.783	0.0093	14.96			
23.800	0.0094	14.85			
23.817	0.0091	14.79			
23.833	0.0094	14.71			
23.850	0.0091	14.63			
23.867	0.0094	14.56			
23.883	0.0094	14.47			
23.900	0.0092	14.39			
23.917	0.0095	14.33			
23.933	0.0092	14.23			
23.950	0.0093	14.17			
23.967	0.0093	14.09			
23.983	0.0091	14.03			
24.000	0.0094	13.95			
24.017	0.0091	13.88			
24.033	0.0092	13.82			
24.050	0.0093	13.74			
24.067	0.0090	13.69			
24.083	0.0094	13.61			
24.100	0.0091	13.52			
24.117	0.0092	13.45			
24.133	0.0094	13.36			
24.150	0.0091	13.28			
24.167	0.0095	13.20			
24.183	0.0091	13.11			
24.200	0.0092	13.06			
24.217	0.0093	12.98			
24.233	0.0092	12.90			
24.250	0.0095	12.82			
24.267	0.0092	12.76			
24.283	0.0094	12.71			
24.300	0.0094	12.65			
24.317	0.0091	12.58			
24.333	0.0095	12.52			
24.350	0.0092	12.47			
24.367	0.0093	12.41			
24.383	0.0093	12.33			
24.400	0.0091	12.28			
24.417	0.0093	12.22			
24.433	0.0090	12.17			
24.450	0.0092	12.09			
24.467	0.0091	12.04			
24.483	0.0089	11.98			
24.500	0.0092	11.93			
24.517	0.0090	11.89			
24.533	0.0091	11.82			
24.550	0.0091	11.77			
24.567	0.0090	11.74			
24.583	0.0092	11.68			
24.600	0.0090	11.62			
24.617	0.0091	11.55			
24.633	0.0090	11.51			
24.650	0.0088	11.46			
24.667	0.0091	11.43			
24.683	0.0090	11.36			
24.700	0.0091	11.32			
24.717	0.0091	11.28			
24.733	0.0089	11.22			
24.750	0.0091	11.17			
24.767	0.0089	11.14			
24.783	0.0089	11.08			
24.800	0.0089	11.03			
24.817	0.0088	10.98			
24.833	0.0090	10.95			
24.850	0.0088	10.90			
24.867	0.0089	10.87			
24.883	0.0089	10.82			
24.900	0.0089	10.79			
24.917	0.0092	10.74			
24.933	0.0090	10.70			
24.950	0.0091	10.65			
24.967	0.0091	10.63			
24.983	0.0090	10.59			
25.000	0.0091	10.54			
25.017	0.0089	10.52			
25.033	0.0092	10.48			
25.050	0.0092	10.72			
25.067	0.0090	11.48			
25.083	0.0087	11.51			
25.100	0.0084	11.08			
25.117	0.0083	10.73			
25.133	0.0083	10.38			
25.150	0.0083	10.14			
25.167	0.0083	9.95			
25.183	0.0086	9.76			
25.200	0.0087	9.71			
25.217	0.0090	9.75			
25.233	0.0091	9.76			
25.250	0.0091	9.78			
25.267	0.0093	9.76			
25.283	0.0092	9.70			
25.300	0.0092	9.62			
25.317	0.0091	9.57			
25.333	0.0090	9.56			
25.350	0.0091	9.56			
25.367	0.0090	9.57			
25.383	0.0089	9.56			
25.400	0.0089	9.56			
25.417	0.0089	9.54			
25.433	0.0089	9.51			
25.450	0.0089	9.52			
25.467	0.0089	9.54			
25.483	0.0089	9.56			
25.500	0.0088	9.57			
25.517	0.0088	9.57			
25.533	0.0087	9.57			
25.550	0.0087	9.56			
25.567	0.0088	9.52			
25.583	0.0087	9.49			
25.600	0.0087	9.46			
25.617	0.0087	9.45			
25.633	0.0087	9.41			
25.650	0.0087	9.40			
25.667	0.0087	9.40			
25.683	0.0087	9.35			
25.700	0.0087	9.32			
25.717	0.0087	9.29			
25.733	0.0086	9.24			
25.750	0.0086	9.22			
25.767	0.0086	9.21			
25.783	0.0086	9.16			
25.800	0.0085	9.11			
25.817	0.0085	9.10			
25.833	0.0085	9.06			
25.850	0.0085	9.02			
25.867	0.0086	9.00			
25.883	0.0085	8.95			
25.900	0.0084	8.94			
25.917	0.0084	8.91			
25.933	0.0084	8.87			
25.950	0.0084	8.84			
25.967	0.0084	8.81			
25.983	0.0085	8.80			
26.000	0.0085	8.75			
26.017	0.0084	8.72			
26.033	0.0084	8.68			
26.050	0.0084	8.67			
26.067	0.0084	8.64			
26.083	0.0084	8.61			
26.100	0.0083	8.57			
26.117	0.0082	8.54			
26.133	0.0081	8.53			
26.150	0.0081	8.49			
26.167	0.0081	8.45			
26.183	0.0080	8.42			
26.200	0.0080	8.40			
26.217	0.0080	8.39			
26.233	0.0079	8.34			
26.250	0.0080	8.32			
26.267	0.0081	8.31			
26.283	0.0080	8.27			
26.300	0.0079	8.24			
26.317	0.0078	8.24			
26.333	0.0079	8.21			
26.350	0.0079	8.18			
26.367	0.0079	8.16			
26.383	0.0078	8.15			
26.400	0.0078	8.13			
26.417	0.0078	8.10			
26.433	0.0078	8.08			
26.450	0.0078	8.05			
26.467	0.0078	8.02			
26.483	0.0077	8.01			
26.500	0.0077	7.97			
26.517	0.0078	7.96			
26.533	0.0078	7.96			
26.550	0.0078	7.93			
26.567	0.0078	7.91			
26.583	0.0078	7.91			
26.600	0.0077	7.88			
26.617	0.0077	7.86			
26.633	0.0077	7.83			
26.650	0.0078	7.82			
26.667	0.0077	7.82			
26.683	0.0077	7.80			
26.700	0.0077	7.78			
26.717	0.0077	7.77			
26.733	0.0077	7.75			
26.750	0.0077	7.74			
26.767	0.0078	7.72			
26.783	0.0078	7.70			
26.800	0.0078	7.69			
26.817	0.0078	7.67			
26.833	0.0078	7.66			
26.850	0.0078	7.64			
26.867	0.0078	7.63			
26.883	0.0079	7.61			
26.900	0.0079	7.59			
26.917	0.0078	7.58			
26.933	0.0078	7.55			
26.950	0.0078	7.55			
26.967	0.0078	7.53			
26.983	0.0078	7.51			
27.000	0.0078	7.50			
27.017	0.0078	7.48			
27.033	0.0078	7.47			
27.050	0.0077	7.47			
27.067	0.0077	7.44			
27.083	0.0078	7.42			
27.100	0.0078	7.39			
27.117	0.0078	7.37			
27.133	0.0078	7.36			
27.150	0.0077	7.34			
27.167	0.0077	7.34			
27.183	0.0078	7.33			
27.200	0.0078	7.31			
27.217	0.0078	7.29			
27.233	0.0077	7.28			
27.250	0.0077	7.26			
27.267	0.0078	7.23			
27.283	0.0078	7.21			
27.300	0.0078	7.21			
27.317	0.0077	7.20			
27.333	0.0077	7.20			
27.350	0.0078	7.18			
27.367	0.0077	7.15			
27.383	0.0077	7.15			
27.400	0.0078	7.12			
27.417	0.0077	7.12			
27.433	0.0077	7.11			
27.450	0.0076	7.09			
27.467	0.0076	7.06			
27.483	0.0077	7.08			
27.500	0.0077	7.06			
27.517	0.0077	7.04			
27.533	0.0078	7.03			
27.550	0.0078	7.03			
27.567	0.0078	7.01			
27.583	0.0077	7.00			
27.600	0.0077	6.98			
27.617	0.0077	6.97			
27.633	0.0078	6.97			
27.650	0.0078	6.95			
27.667	0.0078	6.95			
27.683	0.0077	6.93			
27.700	0.0077	6.92			
27.717	0.0078	6.90			
27.733	0.0078	6.89			
27.750	0.0079	6.90			
27.767	0.0078	6.89			
27.783	0.0078	6.87			
27.800	0.0079	6.87			
27.817	0.0079	6.85			
27.833	0.0079	6.84			
27.850	0.0079	6.82			
27.867	0.0080	6.82			
27.883	0.0079	6.82			
27.900	0.0080	6.82			
27.917	0.0080	6.79			
27.933	0.0081	6.79			
27.950	0.0080	6.79			
27.967	0.0080	6.78			
27.983	0.0081	6.78			
28.000	0.0081	6.76			
28.017	0.0081	6.74			
28.033	0.0080	6.73			
28.050	0.0080	6.73			
28.067	0.0080	6.73			
28.083	0.0081	6.71			
28.100	0.0081	6.70			
28.117	0.0082	6.70			
28.133	0.0082	6.70			
28.150	0.0082	6.70			
28.167	0.0082	6.70			
28.183	0.0083	6.68			
28.200	0.0082	6.68			
28.217	0.0082	6.67			
28.233	0.0083	6.67			
28.250	0.0084	6.67			
28.267	0.0083	6.65			
28.283	0.0083	6.65			
28.300	0.0083	6.63			
28.317	0.0083	6.63			
28.333	0.0083	6.63			
28.350	0.0084	6.63			
28.367	0.0083	6.63			
28.383	0.0084	6.60			
28.400	0.0084	6.60			
28.417	0.0084	6.60			
28.433	0.0084	6.59			
28.450	0.0084	6.60			
28.467	0.0084	6.59			
28.483	0.0084	6.59			
28.500	0.0085	6.59			
28.517	0.0085	6.57			
28.533	0.0085	6.55			
28.550	0.0084	6.55			
28.567	0.0083	6.55			
28.583	0.0084	6.55			
28.600	0.0084	6.55			
28.617	0.0085	6.54			
28.633	0.0085	6.54			
28.650	0.0085	6.54			
28.667	0.0084	6.52			
28.683	0.0084	6.52			
28.700	0.0084	6.54			
28.717	0.0085	6.52			
28.733	0.0084	6.51			
28.750	0.0084	6.51			
28.767	0.0083	6.51			
28.783	0.0084	6.51			
28.800	0.0084	6.51			
28.817	0.0084	6.49			
28.833	0.0084	6.49			
28.850	0.0083	6.49			
28.867	0.0083	6.49			
28.883	0.0084	6.49			
28.900	0.0084	6.48			
28.917	0.0083	6.46			
28.933	0.0083	6.46			
28.950	0.0083	6.46			
28.967	0.0084	6.48			
28.983	0.0084	6.46			
29.000	0.0083	6.44			
29.017	0.0083	6.44			
29.033	0.0083	6.44			
29.050	0.0085	6.44			
29.067	0.0086	6.44			
29.083	0.0086	6.44			
29.100	0.0087	6.44			
29.117	0.0088	6.43			
29.133	0.0089	6.43			
29.150	0.0091	6.41			
29.167	0.0094	6.41			
29.183	0.0097	6.41			
29.200	0.0102	6.41			
29.217	0.0105	6.41			
29.233	0.0109	6.40			
29.250	0.0111	6.40			
29.267	0.0111	6.40			
29.283	0.0115	6.40			
29.300	0.0115	6.40			
29.317	0.0115	6.40			
29.333	0.0119	6.40			
29.350	0.0115	6.40			
29.367	0.0117	6.40			
29.383	0.0120	6.40			
29.400	0.0117	6.38			
29.417	0.0123	6.38			
29.433	0.0121	6.37			
29.450	0.0120	6.37			
29.467	0.0125	6.38			
29.483	0.0119	6.38			
29.500	0.0126	6.37			
29.517	0.0128	6.37			
29.533	0.0124	6.35			
29.550	0.0133	6.35			
29.567	0.0128	6.35			
29.583	0.0131	6.35			
29.600	0.0138	6.35			
29.617	0.0125	6.33			
29.633	0.0139	6.32			
29.650	0.0133	6.32			
29.667	0.0132	6.30			
29.683	0.0146	6.30			
29.700	0.0132	6.30			
29.717	0.0146	6.29			
29.733	0.0144	6.30			
29.750	0.0138	6.27			
29.767	0.0152	6.25			
29.783	0.0141	6.24			
29.800	0.0149	6.24			
29.817	0.0155	6.24			
29.833	0.0144	6.21			
29.850	0.0160	6.19			
29.867	0.0153	6.19			
29.883	0.0154	6.18			
29.900	0.0168	6.14			
29.917	0.0154	6.13			
29.933	0.0167	6.11			
29.950	0.0167	6.10			
29.967	0.0165	6.08			
29.983	0.0181	6.05			
30.000	0.0171	6.03			
30.017	0.0181	6.00			
30.033	0.0181	5.97			
30.050	0.0168	5.95			
30.067	0.0187	5.92			
30.083	0.0173	5.89			
30.100	0.0179	5.88			
30.117	0.0194	5.84			
30.133	0.0174	5.80			
30.150	0.0195	5.76			
30.167	0.0181	5.73			
30.183	0.0177	5.70			
30.200	0.0185	5.67			
30.217	0.0161	5.62			
30.233	0.0179	5.58			
30.250	0.0174	5.54			
30.267	0.0165	5.51			
30.283	0.0190	5.48			
30.300	0.0168	5.43			
30.317	0.0184	5.39			
30.333	0.0184	5.32			
30.350	0.0170	5.26			
30.367	0.0188	5.23			
30.383	0.0160	5.15			
30.400	0.0165	5.07			
30.417	0.0171	5.01			
30.433	0.0153	4.94			
30.450	0.0171	4.90			
30.467	0.0153	4.83			
30.483	0.0159	4.77			
30.500	0.0165	4.72			
30.517	0.0143	4.64			
30.533	0.0164	4.58			
30.550	0.0150	4.52			
30.567	0.0144	4.45			
30.583	0.0154	4.41			
30.600	0.0134	4.34			
30.617	0.0145	4.28			
30.633	0.0138	4.20			
30.650	0.0138	4.15			
30.667	0.0149	4.11			
30.683	0.0124	4.04			
30.700	0.0138	3.98			
30.717	0.0137	3.92			
30.733	0.0126	3.84			
30.750	0.0136	3.79			
30.767	0.0116	3.74			
30.783	0.0127	3.68			
30.800	0.0125	3.62			
30.817	0.0118	3.55			
30.833	0.0134	3.49			
30.850	0.0110	3.44			
30.867	0.0119	3.38			
30.883	0.0126	3.33			
30.900	0.0115	3.29			
30.917	0.0124	3.24			
30.933	0.0107	3.17			
30.950	0.0112	3.13			
30.967	0.0117	3.08			
30.983	0.0105	3.02			
31.000	0.0118	2.99			
31.017	0.0103	2.92			
31.033	0.0104	2.87			
31.050	0.0115	2.83			
31.067	0.0105	2.80			
31.083	0.0112	2.73			
31.100	0.0102	2.70			
31.117	0.0096	2.65			
31.133	0.0107	2.61			
31.150	0.0094	2.54			
31.167	0.0102	2.50			
31.183	0.0097	2.45			
31.200	0.0091	2.42			
31.217	0.0104	2.38			
31.233	0.0096	2.34			
31.250	0.0099	2.29			
31.267	0.0101	2.27			
31.283	0.0090	2.21			
31.300	0.0099	2.18			
31.317	0.0082	2.15			
31.333	0.0086	2.10			
31.350	0.0087	2.07			
31.367	0.0081	2.04			
31.383	0.0087	1.99			
31.400	0.0079	1.97			
31.417	0.0083	1.93			
31.433	0.0090	1.90			
